

  D11 		 2224 		    1
  D11 		 2227 		  247
  D11 		  223 		    2
  D11 		 2233 		    5
  D11 		 2236 		    1
  D11 		  225 		    5
  D11 		 2252 		   14
  D11 		 2258 		    9
  D11 		 2259 		    1
  D11 		  226 		    6
  D11 		 2260 		    7
  D11 		  227 		    4
  D11 		 2272 		    1
  D11 		 2277 		    2
  D11 		 2283 		    3
  D11 		 2286 		   40
  D11 		  230 		    2
  D11 		 2300 		   15
  D11 		  231 		    1
  D11 		 2320 		    2
  D11 		  233 		    6
  D11 		 2332 		   13
  D11 		 2335 		    1
  D11 		 2345 		    3
  D11 		 2346 		    1
  D11 		 2347 		    1
  D11 		  236 		    1
  D11 		 2360 		    1
  D11 		 2367 		   14
  D11 		 2389 		   16
  D11 		   24 		    1
  D11 		 2400 		    5
  D11 		 2405 		   93
  D11 		  242 		    3
  D11 		 2426 		   20
  D11 		 2441 		    6
  D11 		 2443 		    1
  D11 		 2445 		    2
  D11 		 2449 		    9
  D11 		  245 		   11
  D11 		 2453 		   10
  D11 		 2455 		    1
  D11 		 2456 		    4
  D11 		 2460 		    2
  D11 		 2461 		   64
  D11 		 2466 		    6
  D11 		 2471 		    2
  D11 		 2480 		    7
  D11 		 2484 		    9
  D11 		 2490 		    7
  D11 		 2504 		    1
  D11 		 2514 		    1
  D11 		 2521 		    1
  D11 		 2538 		   17
  D11 		  254 		    1
  D11 		 2547 		   18
  D11 		 2552 		   10
  D11 		 2554 		    1
  D11 		 2558 		  500
  D11 		 2559 		   47
  D11 		 2562 		    2
  D11 		 2564 		    1
  D11 		 2566 		    3
  D11 		  257 		   17
  D11 		 2571 		    1
  D11 		 2572 		   66
  D11 		  258 		    3
  D11 		 2583 		   16
  D11 		 2585 		    2
  D11 		 2586 		    1
  D11 		 2588 		   54
  D11 		 2594 		    2
  D11 		 2596 		    1
  D11 		 2599 		    8
  D11 		 2602 		   11
  D11 		 2603 		    1
  D11 		 2606 		   42
  D11 		 2619 		    1
  D11 		 2628 		    1
  D11 		 2636 		    9
  D11 		 2638 		    2
  D11 		 2641 		    3
  D11 		 2642 		    4
  D11 		 2667 		    4
  D11 		  267 		    1
  D11 		 2672 		    1
  D11 		 2679 		    1
  D11 		 2692 		   37
  D11 		 2695 		    1
  D11 		 2696 		    1
  D11 		 2704 		    1
  D11 		 2706 		    5
  D11 		  271 		    2
  D11 		 2717 		    1
  D11 		 2724 		    4
  D11 		 2725 		    1
  D11 		 2726 		    2
  D11 		 2727 		    4
  D11 		 2737 		    1
  D11 		 2740 		    8
  D11 		 2746 		    7
  D11 		  275 		    1
  D11 		 2752 		    1
  D11 		  276 		    1
  D11 		 2770 		   17
  D11 		  278 		   13
  D11 		 2781 		   76
  D11 		  279 		    5
  D11 		 2803 		    2
  D11 		 2807 		    2
  D11 		 2808 		    1
  D11 		 2816 		   17
  D11 		  282 		    2
  D11 		 2821 		    1
  D11 		 2828 		    6
  D11 		 2839 		   25
  D11 		 2850 		    1
  D11 		 2853 		    1
  D11 		 2856 		  810
  D11 		 2858 		    2
  D11 		 2862 		    3
  D11 		 2864 		    1
  D11 		 2865 		   16
  D11 		 2866 		    2
  D11 		 2870 		    2
  D11 		 2876 		    8
  D11 		 2878 		    1
  D11 		  288 		    4
  D11 		 2883 		    1
  D11 		  289 		    1
  D11 		 2892 		    1
  D11 		 2893 		    1
  D11 		 2896 		    9
  D11 		  290 		    1
  D11 		 2900 		    4
  D11 		 2902 		    3
  D11 		 2904 		    5
  D11 		 2905 		   33
  D11 		 2906 		    1
  D11 		 2909 		    1
  D11 		 2911 		    1
  D11 		 2921 		   11
  D11 		 2932 		    2
  D11 		 2937 		   55
  D11 		 2940 		    1
  D11 		 2943 		  206
  D11 		 2946 		   22
  D11 		 2948 		    5
  D11 		  295 		    6
  D11 		 2950 		   41
  D11 		 2960 		    1
  D11 		 2967 		    1
  D11 		 2974 		    1
  D11 		 2977 		   13
  D11 		 2978 		    1
  D11 		  298 		    2
  D11 		 2984 		    1
  D11 		 2986 		    1
  D11 		 2988 		    1
  D11 		 2989 		    9
  D11 		 2990 		    2
  D11 		 2995 		    1
  D11 		    3 		    1
  D11 		  300 		   27
  D11 		 3003 		    1
  D11 		 3008 		    2
  D11 		 3015 		    1
  D11 		 3021 		    1
  D11 		 3025 		    5
  D11 		 3026 		  542
  D11 		 3027 		    8
  D11 		 3028 		    1
  D11 		 3029 		    1
  D11 		  303 		    1
  D11 		 3031 		    3
  D11 		 3033 		    2
  D11 		 3035 		    1
  D11 		 3040 		    9
  D11 		 3049 		   15
  D11 		  305 		    2
  D11 		 3052 		    1
  D11 		 3062 		    2
  D11 		 3065 		    1
  D11 		 3076 		    1
  D11 		 3078 		   19
  D11 		 3085 		    1
  D11 		  309 		    3
  D11 		 3090 		    2
  D11 		 3092 		   10
  D11 		 3099 		   14
  D11 		 3105 		  333
  D11 		 3107 		    1
  D11 		 3109 		    1
  D11 		 3118 		    2
  D11 		  312 		    2
  D11 		 3120 		    1
  D11 		 3124 		   30
  D11 		 3134 		    5
  D11 		 3137 		    2
  D11 		 3141 		    1
  D11 		 3145 		   11
  D11 		 3148 		    3
  D11 		  315 		    1
  D11 		 3150 		    1
  D11 		 3157 		   28
  D11 		 3165 		   40
  D11 		 3171 		    1
  D11 		 3180 		    1
  D11 		 3181 		    1
  D11 		 3183 		   54
  D11 		 3205 		    1
  D11 		 3206 		    3
  D11 		 3210 		    2
  D11 		 3214 		   23
  D11 		 3215 		    1
  D11 		 3217 		    1
  D11 		  322 		   30
  D11 		 3224 		    1
  D11 		 3232 		    1
  D11 		 3235 		    4
  D11 		 3236 		   11
  D11 		 3240 		    1
  D11 		 3244 		    1
  D11 		 3246 		   68
  D11 		 3247 		    1
  D11 		 3253 		   14
  D11 		 3256 		    1
  D11 		  326 		    5
  D11 		 3261 		   30
  D11 		 3270 		   17
  D11 		 3284 		    5
  D11 		 3295 		   12
  D11 		 3303 		    1
  D11 		 3305 		    2
  D11 		 3309 		   47
  D11 		  331 		    1
  D11 		 3319 		   43
  D11 		 3324 		   15
  D11 		 3328 		    5
  D11 		 3331 		    1
  D11 		 3337 		    4
  D11 		 3344 		    3
  D11 		  336 		    2
  D11 		 3362 		    2
  D11 		 3365 		    1
  D11 		 3369 		    1
  D11 		 3370 		   36
  D11 		 3377 		    1
  D11 		 3378 		    6
  D11 		 3388 		    1
  D11 		   34 		    1
  D11 		 3405 		    1
  D11 		 3409 		    1
  D11 		 3411 		    1
  D11 		 3417 		    8
  D11 		 3418 		    1
  D11 		 3423 		    1
  D11 		 3424 		  286
  D11 		 3425 		    4
  D11 		 3426 		    1
  D11 		 3427 		    1
  D11 		 3431 		    6
  D11 		 3432 		    7
  D11 		 3439 		    2
  D11 		 3443 		    1
  D11 		 3444 		    2
  D11 		 3448 		    3
  D11 		  345 		    1
  D11 		 3457 		   14
  D11 		 3458 		    2
  D11 		  348 		    1
  D11 		 3481 		   54
  D11 		  349 		    1
  D11 		 3501 		    1
  D11 		 3504 		   38
  D11 		  352 		    1
  D11 		 3522 		    4
  D11 		 3531 		    3
  D11 		 3534 		    3
  D11 		 3537 		    6
  D11 		 3541 		   15
  D11 		 3545 		    6
  D11 		 3549 		    1
  D11 		 3565 		    6
  D11 		 3572 		   27
  D11 		 3575 		    1
  D11 		 3579 		    2
  D11 		  358 		    1
  D11 		 3582 		    1
  D11 		 3583 		  255
  D11 		  359 		    4
  D11 		 3593 		    1
  D11 		 3594 		  224
  D11 		 3595 		    2
  D11 		 3596 		    1
  D11 		 3599 		    1
  D11 		   36 		    1
  D11 		  360 		    1
  D11 		  361 		    1
  D11 		 3611 		    2
  D11 		 3630 		    1
  D11 		 3637 		    2
  D11 		 3649 		    1
  D11 		  365 		    2
  D11 		  366 		   17
  D11 		  373 		    1
  D11 		 3749 		    2
  D11 		  375 		    1
  D11 		 3774 		    2
  D11 		 3824 		    1
  D11 		 3848 		    1
  D11 		 3853 		    1
  D11 		 3894 		    1
  D11 		 3911 		    1
  D11 		 3924 		    2
  D11 		 3937 		    1
  D11 		  395 		  795
  D11 		  398 		    1
  D11 		  399 		    8
  D11 		 4000 		    1
  D11 		 4038 		    1
  D11 		  405 		    1
  D11 		 4076 		    1
  D11 		  409 		    4
  D11 		 4187 		    1
  D11 		  425 		    1
  D11 		  429 		    1
  D11 		   43 		    1
  D11 		  438 		    1
  D11 		  449 		    1
  D11 		   45 		    2
  D11 		 4504 		    1
  D11 		  455 		    1
  D11 		  457 		   26
  D11 		  473 		    8
  D11 		  478 		    8
  D11 		 4856 		    1
  D11 		  486 		    1
  D11 		   49 		    2
  D11 		  495 		    9
  D11 		    5 		    2
  D11 		  500 		    1
  D11 		  510 		    3
  D11 		  513 		    7
  D11 		  517 		    1
  D11 		  521 		   26
  D11 		  523 		    7
  D11 		  529 		   49
  D11 		  536 		   63
  D11 		  555 		    3
  D11 		  556 		    6
  D11 		  558 		    1
  D11 		   56 		    1
  D11 		  560 		    3
  D11 		  566 		  833
  D11 		  572 		    2
  D11 		  576 		    1
  D11 		   58 		    2
  D11 		  580 		    8
  D11 		  583 		    1
  D11 		  589 		    1
  D11 		    6 		    1
  D11 		  605 		   34
  D11 		  611 		    5
  D11 		  620 		    9
  D11 		  624 		   17
  D11 		   63 		    1
  D11 		  633 		   23
  D11 		   65 		    1
  D11 		  656 		    6
  D11 		  659 		    1
  D11 		  671 		    1
  D11 		   68 		    4
  D11 		  680 		   20
  D11 		  688 		    1
  D11 		  692 		    2
  D11 		  703 		   11
  D11 		  707 		    3
  D11 		  711 		    1
  D11 		  715 		    1
  D11 		  716 		    1
  D11 		  722 		    1
  D11 		  724 		    9
  D11 		   73 		   10
  D11 		  747 		    2
  D11 		   75 		    3
  D11 		  760 		    4
  D11 		  763 		    3
  D11 		  768 		   38
  D11 		  775 		    2
  D11 		  779 		   49
  D11 		  784 		    2
  D11 		  790 		   27
  D11 		    8 		    1
  D11 		  809 		   18
  D11 		   81 		    2
  D11 		   83 		    1
  D11 		  831 		   29
  D11 		  838 		    9
  D11 		  848 		   21
  D11 		  860 		   23
  D11 		  866 		    7
  D11 		   89 		    8
  D11 		  897 		    1
  D11 		  898 		    5
  D11 		    9 		    1
  D11 		  905 		   14
  D11 		  907 		    1
  D11 		  909 		   15
  D11 		  919 		    1
  D11 		  924 		    6
  D11 		  938 		    1
  D11 		  939 		   28
  D11 		  943 		    1
  D11 		  953 		    3
  D11 		  956 		    6
  D11 		  963 		    2
  D11 		  965 		    1
  D11 		  967 		    5
  D11 		  970 		   64
  D11 		  971 		    5
  D11 		  972 		   60
  D11 		  973 		    2
  D11 		  975 		    3
  D11 		  980 		    1
  D11 		  987 		    4
  D11 		  996 		    6
  D12 		    1 		   17  		     725
  D12 		   10 		    1
  D12 		 1010 		   31
  D12 		 1026 		    4
  D12 		  103 		    2
  D12 		 1033 		    2
  D12 		 1038 		  167
  D12 		 1039 		    1
  D12 		 1040 		    2
  D12 		 1052 		    6
  D12 		  106 		   23
  D12 		 1060 		    3
  D12 		 1064 		    1
  D12 		 1071 		   69
  D12 		 1075 		    1
  D12 		 1089 		   15
  D12 		  109 		    2
  D12 		 1093 		   33
  D12 		 1095 		    1
  D12 		 1096 		   12
  D12 		 1103 		   18
  D12 		 1110 		    1
  D12 		 1123 		    6
  D12 		 1128 		    1
  D12 		  113 		   19
  D12 		 1132 		   12
  D12 		 1143 		    9
  D12 		 1147 		    1
  D12 		 1165 		    6
  D12 		 1168 		    1
  D12 		 1171 		    1
  D12 		 1178 		    3
  D12 		 1192 		    4
  D12 		 1194 		    7
  D12 		 1195 		    1
  D12 		 1199 		    2
  D12 		 1203 		   15
  D12 		 1206 		    1
  D12 		 1211 		    8
  D12 		 1212 		    1
  D12 		 1219 		   27
  D12 		  122 		   17
  D12 		 1221 		    1
  D12 		 1224 		   30
  D12 		 1225 		    1
  D12 		 1232 		   14
  D12 		 1234 		    1
  D12 		 1247 		    3
  D12 		 1249 		    1
  D12 		  125 		    1
  D12 		 1260 		   43
  D12 		 1268 		    1
  D12 		 1271 		    1
  D12 		 1278 		    1
  D12 		 1283 		   26
  D12 		 1285 		   13
  D12 		 1286 		    2
  D12 		 1289 		   37
  D12 		  129 		   68
  D12 		 1307 		    1
  D12 		 1309 		    1
  D12 		  131 		    2
  D12 		 1314 		   22
  D12 		 1316 		    1
  D12 		 1319 		   25
  D12 		 1322 		    1
  D12 		 1329 		    2
  D12 		 1334 		    1
  D12 		 1345 		   58
  D12 		 1351 		    1
  D12 		 1356 		   10
  D12 		 1376 		    9
  D12 		 1381 		    1
  D12 		 1386 		    1
  D12 		 1389 		    1
  D12 		  139 		    8
  D12 		 1391 		    2
  D12 		 1395 		    1
  D12 		   14 		    3
  D12 		 1402 		    2
  D12 		 1404 		  297
  D12 		 1405 		    2
  D12 		 1407 		    4
  D12 		  142 		    7
  D12 		 1429 		    1
  D12 		  143 		    5
  D12 		  144 		    2
  D12 		  145 		    4
  D12 		 1450 		    1
  D12 		 1454 		   18
  D12 		 1459 		    1
  D12 		  147 		 1294
  D12 		 1472 		    1
  D12 		 1486 		    1
  D12 		  149 		    5
  D12 		 1492 		    2
  D12 		 1495 		   80
  D12 		   15 		    8
  D12 		 1502 		  637
  D12 		 1506 		    2
  D12 		 1512 		    3
  D12 		 1513 		    1
  D12 		 1517 		    1
  D12 		 1519 		   35
  D12 		  152 		   27
  D12 		 1520 		    3
  D12 		 1526 		   17
  D12 		 1538 		    2
  D12 		  154 		    1
  D12 		 1541 		    1
  D12 		 1544 		    1
  D12 		 1551 		    3
  D12 		 1558 		    1
  D12 		 1562 		    2
  D12 		 1563 		    7
  D12 		 1574 		    1
  D12 		 1575 		    1
  D12 		 1576 		    6
  D12 		 1586 		    1
  D12 		 1588 		   33
  D12 		 1590 		    4
  D12 		 1595 		    8
  D12 		 1600 		    5
  D12 		 1606 		  160
  D12 		 1613 		    1
  D12 		 1618 		    1
  D12 		 1628 		   27
  D12 		  163 		  447
  D12 		 1643 		   43
  D12 		 1648 		    1
  D12 		 1649 		    1
  D12 		  165 		    1
  D12 		 1650 		   13
  D12 		 1652 		    1
  D12 		 1653 		   32
  D12 		 1666 		    3
  D12 		 1671 		    2
  D12 		 1675 		    1
  D12 		 1678 		  137
  D12 		 1679 		    6
  D12 		 1684 		  167
  D12 		 1685 		    1
  D12 		 1686 		    1
  D12 		 1689 		    1
  D12 		  169 		    2
  D12 		 1700 		   28
  D12 		 1704 		    1
  D12 		 1711 		  241
  D12 		 1721 		    3
  D12 		  173 		    1
  D12 		 1733 		    2
  D12 		 1739 		    1
  D12 		  174 		   79
  D12 		 1742 		    7
  D12 		 1743 		    1
  D12 		  175 		    1
  D12 		 1754 		    1
  D12 		 1765 		    4
  D12 		 1772 		    8
  D12 		 1794 		    7
  D12 		 1798 		    3
  D12 		   18 		    1
  D12 		 1804 		    3
  D12 		 1813 		   20
  D12 		 1820 		    4
  D12 		 1829 		    3
  D12 		 1832 		    5
  D12 		 1833 		    2
  D12 		 1834 		    2
  D12 		 1836 		    1
  D12 		  184 		    2
  D12 		 1840 		   38
  D12 		 1843 		    8
  D12 		 1850 		   17
  D12 		 1855 		    7
  D12 		 1859 		    3
  D12 		  186 		    3
  D12 		  187 		   53
  D12 		 1871 		   19
  D12 		 1884 		  269
  D12 		 1885 		    4
  D12 		  189 		    1
  D12 		 1919 		    2
  D12 		  192 		    1
  D12 		 1920 		    2
  D12 		 1940 		   14
  D12 		 1947 		    2
  D12 		 1952 		    6
  D12 		 1958 		    1
  D12 		 1968 		   11
  D12 		  197 		    1
  D12 		 1975 		    2
  D12 		 1978 		    5
  D12 		  198 		   31
  D12 		 1984 		    6
  D12 		  199 		    1
  D12 		 1992 		    7
  D12 		 1999 		   16
  D12 		    2 		    1
  D12 		   20 		    8
  D12 		 2002 		    5
  D12 		 2007 		  131
  D12 		 2011 		    1
  D12 		 2013 		    1
  D12 		 2015 		  172
  D12 		 2018 		    1
  D12 		 2031 		    3
  D12 		 2037 		    8
  D12 		 2049 		    7
  D12 		 2050 		    1
  D12 		  206 		    3
  D12 		 2060 		 1017
  D12 		 2064 		    1
  D12 		 2066 		    2
  D12 		 2069 		    1
  D12 		 2077 		   29
  D12 		 2080 		    1
  D12 		 2082 		    4
  D12 		 2088 		    1
  D12 		 2090 		    3
  D12 		 2098 		    1
  D12 		 2103 		    1
  D12 		 2105 		    2
  D12 		 2108 		   36
  D12 		 2110 		    1
  D12 		 2113 		   27
  D12 		 2120 		    5
  D12 		 2124 		   19
  D12 		 2128 		    1
  D12 		  213 		    1
  D12 		 2133 		    9
  D12 		 2137 		   62
  D12 		 2157 		    2
  D12 		 2161 		    8
  D12 		 2164 		    2
  D12 		 2166 		   34
  D12 		 2172 		    3
  D12 		 2176 		    2
  D12 		  218 		    1
  D12 		 2183 		    6
  D12 		  219 		    1
  D12 		 2208 		    2
  D12 		 2212 		   14
  D12 		 2218 		    1
  D12 		 2230 		    2
  D12 		 2233 		    1
  D12 		 2244 		    1
  D12 		 2249 		   21
  D12 		  225 		    5
  D12 		 2254 		    3
  D12 		 2261 		    1
  D12 		 2264 		    1
  D12 		 2269 		   18
  D12 		  228 		    2
  D12 		 2286 		  113
  D12 		 2291 		    2
  D12 		 2295 		    1
  D12 		 2298 		   16
  D12 		 2311 		    8
  D12 		 2323 		    1
  D12 		  233 		    3
  D12 		 2330 		    3
  D12 		 2344 		    9
  D12 		  235 		    1
  D12 		 2357 		    3
  D12 		 2362 		    1
  D12 		 2363 		    1
  D12 		  237 		    2
  D12 		 2370 		   25
  D12 		 2385 		    9
  D12 		 2386 		    7
  D12 		  239 		    2
  D12 		 2394 		    4
  D12 		 2397 		    5
  D12 		 2407 		   35
  D12 		 2422 		    8
  D12 		 2425 		    1
  D12 		 2433 		    4
  D12 		  244 		   16
  D12 		 2443 		  164
  D12 		 2448 		    1
  D12 		 2459 		   31
  D12 		  247 		    1
  D12 		 2496 		    2
  D12 		 2502 		    1
  D12 		 2505 		    7
  D12 		 2506 		    1
  D12 		 2514 		   18
  D12 		 2526 		    1
  D12 		 2528 		    2
  D12 		 2545 		   10
  D12 		 2556 		    1
  D12 		 2557 		    4
  D12 		 2558 		    6
  D12 		 2559 		    1
  D12 		 2561 		    2
  D12 		 2565 		    2
  D12 		 2570 		    3
  D12 		 2582 		    9
  D12 		 2585 		    1
  D12 		 2587 		    3
  D12 		 2588 		    2
  D12 		 2594 		   12
  D12 		 2597 		    3
  D12 		 2600 		    1
  D12 		 2607 		    1
  D12 		 2617 		   16
  D12 		 2619 		    1
  D12 		  262 		    1
  D12 		 2620 		    5
  D12 		 2623 		   24
  D12 		 2628 		   10
  D12 		 2632 		    5
  D12 		 2639 		    1
  D12 		 2644 		   82
  D12 		 2659 		    1
  D12 		 2666 		    1
  D12 		  267 		    2
  D12 		 2670 		    1
  D12 		 2677 		   14
  D12 		  268 		    1
  D12 		 2684 		    3
  D12 		 2692 		    4
  D12 		 2695 		    4
  D12 		 2700 		    3
  D12 		 2709 		    6
  D12 		 2717 		    2
  D12 		  272 		    3
  D12 		 2725 		    3
  D12 		  273 		    1
  D12 		 2733 		  268
  D12 		 2738 		    1
  D12 		 2739 		    1
  D12 		 2744 		  179
  D12 		  275 		    5
  D12 		 2756 		   31
  D12 		 2761 		    8
  D12 		 2762 		    2
  D12 		 2765 		    9
  D12 		 2768 		  182
  D12 		 2769 		    1
  D12 		  277 		    3
  D12 		 2773 		    2
  D12 		 2774 		    1
  D12 		 2781 		   13
  D12 		 2788 		    1
  D12 		 2789 		    3
  D12 		 2791 		   29
  D12 		 2793 		    1
  D12 		 2798 		   34
  D12 		 2799 		   15
  D12 		   28 		    1
  D12 		 2819 		    1
  D12 		 2821 		   31
  D12 		 2839 		    1
  D12 		 2845 		    1
  D12 		 2851 		    8
  D12 		  286 		    7
  D12 		 2861 		    1
  D12 		 2862 		   11
  D12 		 2875 		   84
  D12 		  288 		   10
  D12 		 2885 		    1
  D12 		 2886 		    4
  D12 		 2893 		   27
  D12 		   29 		    1
  D12 		 2907 		    3
  D12 		  291 		    3
  D12 		 2910 		   16
  D12 		 2914 		    3
  D12 		 2918 		    1
  D12 		 2922 		   24
  D12 		 2929 		   25
  D12 		 2932 		    9
  D12 		 2941 		    7
  D12 		 2948 		    1
  D12 		 2949 		    1
  D12 		 2959 		    4
  D12 		  296 		   32
  D12 		 2963 		    7
  D12 		 2978 		    1
  D12 		    3 		    3
  D12 		 3004 		    9
  D12 		 3005 		    3
  D12 		 3007 		    1
  D12 		 3010 		    1
  D12 		 3013 		    5
  D12 		 3016 		    1
  D12 		 3019 		    3
  D12 		 3026 		    1
  D12 		 3036 		    2
  D12 		 3037 		    1
  D12 		 3043 		   12
  D12 		 3056 		   14
  D12 		 3059 		    2
  D12 		 3069 		    8
  D12 		  307 		    1
  D12 		 3072 		    1
  D12 		 3077 		   49
  D12 		 3078 		    1
  D12 		 3086 		    1
  D12 		 3092 		   18
  D12 		 3105 		   42
  D12 		 3112 		   20
  D12 		 3126 		   47
  D12 		  313 		    1
  D12 		 3138 		    7
  D12 		 3145 		    8
  D12 		  315 		    6
  D12 		 3159 		  128
  D12 		 3181 		    2
  D12 		 3185 		    1
  D12 		 3189 		    8
  D12 		  319 		    1
  D12 		 3191 		    8
  D12 		 3195 		    4
  D12 		 3200 		    3
  D12 		 3202 		    1
  D12 		 3203 		   45
  D12 		 3218 		    1
  D12 		 3224 		    3
  D12 		 3225 		   11
  D12 		 3226 		    1
  D12 		  323 		    1
  D12 		 3230 		    1
  D12 		 3231 		    1
  D12 		 3251 		    7
  D12 		 3253 		    1
  D12 		 3257 		   51
  D12 		 3259 		    1
  D12 		 3260 		    1
  D12 		 3267 		    1
  D12 		 3268 		    2
  D12 		 3272 		    4
  D12 		 3279 		   24
  D12 		  329 		   14
  D12 		 3290 		    1
  D12 		 3292 		    1
  D12 		 3295 		    1
  D12 		 3296 		    5
  D12 		 3299 		    1
  D12 		 3302 		    1
  D12 		 3304 		    1
  D12 		 3305 		    1
  D12 		 3310 		    1
  D12 		 3312 		    6
  D12 		 3313 		    1
  D12 		 3315 		    4
  D12 		 3319 		    3
  D12 		 3320 		    1
  D12 		 3325 		    1
  D12 		 3327 		    3
