Citation Distribution of 1981 Publications Catalogued by the ISI
and Cited Between 1981 and June 1997
This distribution covers all publications from ISI catalogued journals that were published in 1981 and 
cited during the period January 1981 - June 1997. This information was compiled by H. Small and D. 
Pendlebury of the Institute for Scientific Information.

   N	# of papers with N citations

 375 		      3
 376 		      5
 377 		      2
 378 		      5
 379 		      6
 380 		      3
 381 		      4
 382 		      4
 383 		      3
 384 		      2
 385 		      1
 386 		      2
 387 		      2
 388 		      2
 389 		      3
 390 		      3
 391 		      2
 392 		      2
 393 		      5
 394 		      5
 395 		      2
 396 		      4
 397 		      3
 398 		      2
 399 		      6
 401 		      4
 402 		      1
 404 		      1
 405 		      3
 406 		      2
 407 		      3
 408 		      3
 409 		      2
 411 		      1
 412 		      3
 413 		      4
 414 		      4
 416 		      1
 418 		      2
 419 		      2
 420 		      2
 421 		      2
 422 		      2
 423 		      1
 424 		      4
 425 		      2
 426 		      1
 428 		      1
 429 		      2
 430 		      1
 431 		      2
 432 		      1
 433 		      3
 434 		      1
 435 		      5
 436 		      1
 437 		      3
 438 		      1
 439 		      2
 440 		      2
 441 		      2
 442 		      2
 443 		      5
 444 		      1
 446 		      2
 447 		      1
 448 		      3
 449 		      3
 450 		      3
 451 		      3
 452 		      2
 453 		      2
 454 		      5
 456 		      4
 457 		      1
 459 		      1
 460 		      4
 461 		      1
 462 		      1
 463 		      1
 464 		      3
 465 		      2
 466 		      2
 467 		      2
 469 		      1
 470 		      3
 471 		      4
 472 		      1
 473 		      1
 474 		      3
 475 		      4
 476 		      1
 479 		      2
 480 		      1
 481 		      1
 482 		      2
 484 		      3
 485 		      1
 487 		      1
 489 		      2
 491 		      5
 492 		      2
 493 		      2
 494 		      1
 495 		      1
 496 		      5
 499 		      2
 500 		      3
 502 		      2
 503 		      2
 504 		      1
 505 		      1
 507 		      1
 508 		      1
 509 		      1
 510 		      2
 512 		      2
 513 		      1
 516 		      1
 517 		      1
 518 		      2
 519 		      1
 520 		      1
 522 		      2
 523 		      1
 524 		      4
 525 		      2
 526 		      1
 527 		      2
 528 		      3
 529 		      2
 530 		      2
 531 		      4
 532 		      2
 533 		      2
 535 		      2
 542 		      1
 543 		      2
 544 		      1
 546 		      2
 547 		      2
 548 		      1
 549 		      2
 554 		      1
 555 		      1
 557 		      2
 558 		      1
 559 		      1
 562 		      1
 563 		      1
 565 		      1
 566 		      1
 567 		      2
 568 		      1
 572 		      1
 573 		      1
 576 		      1
 577 		      1
 579 		      1
 581 		      2
 582 		      2
 585 		      1
 587 		      1
 588 		      1
 589 		      1
 591 		      1
 592 		      1
 594 		      3
 595 		      1
 597 		      1
 599 		      2
 601 		      2
 604 		      1
 605 		      1
 607 		      1
 608 		      1
 609 		      1
 611 		      1
 615 		      2
 619 		      1
 620 		      1
 622 		      4
 624 		      1
 625 		      1
 626 		      1
 628 		      1
 630 		      1
 631 		      1
 632 		      4
 634 		      2
 635 		      2
 636 		      1
 646 		      1
 648 		      1
 650 		      1
 651 		      1
 652 		      1
 654 		      1
 658 		      1
 660 		      2
 661 		      1
 662 		      1
 666 		      1
 667 		      1
 671 		      1
 675 		      1
 685 		      1
 689 		      1
 690 		      1
 695 		      3
 697 		      2
 698 		      1
 702 		      1
 703 		      1
 706 		      1
 707 		      1
 711 		      1
 712 		      1
 713 		      1
 714 		      1
 717 		      1
 721 		      1
 723 		      2
 726 		      1
 728 		      1
 732 		      1
 738 		      1
 746 		      1
 759 		      1
 766 		      1
 770 		      2
 785 		      1
 796 		      1
 800 		      1
 802 		      1
 803 		      1
 808 		      1
 811 		      1
 821 		      1
 822 		      1
 823 		      1
 824 		      1
 840 		      1
 846 		      1
 853 		      3
 860 		      1
 861 		      1
 866 		      1
 879 		      1
 883 		      1
 900 		      1
 903 		      2
 904 		      1
 906 		      1
 918 		      1
 924 		      1
 928 		      1
 935 		      1
 951 		      1
 954 		      2
 955 		      1
 959 		      1
 966 		      1
 973 		      2
 978 		      1
 979 		      1
 988 		      2
 990 		      1
 994 		      1
1003 		      1
1008 		      1
1009 		      1
1023 		      1
1054 		      1
1062 		      1
1079 		      1
1092 		      1
1093 		      1
1099 		      1
1134 		      1
1158 		      1
1166 		      1
1183 		      1
1187 		      1
1188 		      1
1213 		      1
1225 		      1
1230 		      2
1234 		      1
1235 		      1
1247 		      1
1271 		      1
1322 		      1
1328 		      1
1333 		      1
1338 		      1
1347 		      1
1364 		      1
1382 		      1
1396 		      1
1437 		      1
1467 		      1
1578 		      1
1584 		      1
1593 		      1
1604 		      1
1621 		      1
1656 		      1
1664 		      1
1693 		      1
1774 		      1
1783 		      1
1822 		      1
1832 		      1
1836 		      1
1973 		      1
1980 		      1
2084 		      1
2148 		      1
2156 		      1
2331 		      1
2343 		      1
2363 		      1
2366 		      1
2408 		      1
2662 		      1
2803 		      1
3076 		      1
3277 		      1
5921 		      1
8678 		      1
8904 		      1
